Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
1966-12,3.0727,2.6393,0.978,-0.3527,1.4124,-0.1647
1967-01,17.5,16.2115,17.5248,7.9305,6.3675,12.6311
1967-02,4.7384,2.8553,3.1173,1.9904,-0.3315,-0.9038
1967-03,5.7716,6.4834,5.5801,4.3231,3.6505,5.4593
1967-04,5.1691,3.7493,3.4539,6.0059,1.8277,3.1409
1967-05,-1.2308,-1.138,-2.2946,-4.9616,-3.7345,-2.3006
1967-06,9.5485,8.142799999999998,8.0119,1.4827,2.0306,4.6287
1967-07,7.0144,7.660599999999999,10.3417,4.9164,3.4985,7.0885
1967-08,-0.3584999999999999,0.824,0.4602999999999999,-0.7615,-0.8883999999999999,1.2894
1967-09,6.8482,5.2778,4.6461,3.8066,2.7685,1.0663
1967-10,-0.8464,-2.175,-3.4128,-1.5177,-3.8105,-5.5294
1967-11,1.3016,1.3498,-0.8760999999999999,1.091,0.3105999999999999,-0.152
1967-12,11.076,7.1251,8.0996,2.1509,3.2511,4.0436
1968-01,-1.4444,1.015,3.5254,-6.1535,-1.2848,-1.4219
1968-02,-7.4538,-5.045,-5.0257,-3.3098,-2.1211,-3.2694
1968-03,-0.6565999999999999,-1.1987,-0.5194999999999999,1.8349,-0.7517,0.4386999999999999
1968-04,17.203,14.159,13.232,10.2303,5.3889,12.0013
1968-05,9.6111,8.1713,8.706799999999998,2.4705,0.1315999999999999,5.0147
1968-06,-0.2192,1.3129,1.5001,-0.019,3.5925,-0.4214
1968-07,-6.968269742696724,-3.643273034740983,0.1857084653253752,-5.081096642881318,-0.4736280228695704,-2.1081104178368677
1968-08,4.05465631164617,4.421644171593352,5.506110369808713,1.19383123034176,2.198183336514642,3.092696069189131
1968-09,7.448128865695637,4.950334869048712,6.626051037957362,2.4121013493077403,5.305683967253592,6.198941942462207
1968-10,-0.3862991597124328,2.770458368703016,2.45323890905898,-2.5595500427565763,2.29784072531907,2.7128742753043933
1968-11,8.785539172026136,6.725338012916224,6.585576001649922,6.159907549218055,5.060023486349651,4.30511908861588
1968-12,1.243620490230501,-0.4409186403388178,-0.4839076456931879,-4.581671263412365,-2.632700906878225,-3.384876744875572
1969-01,-2.2925285815840417,-1.3215731524298864,-0.9535981749393688,-2.0012099877508747,-0.766751895685787,-0.3888850343909946
1969-02,-11.17957677635778,-7.456102917448791,-9.096793714349646,-3.2449738746948062,-5.078538618818928,-5.945166290741198
1969-03,2.811974940802804,2.2877851836346905,6.744617905074405,5.010688540221008,4.186019207398624,4.31426403935925
1969-04,0.6951056207907442,0.8462618359087241,2.1458711585305665,3.327590253274757,1.1742685229709735,1.8786912739153463
1969-05,0.0184077948249738,0.8424924259598047,2.733351051846107,-0.8547002567342442,0.8365815730303353,-1.759483709447141
1969-06,-13.049358392338757,-10.224544423766195,-12.173001544593124,-1.9916577263660649,-9.3268183506601,-9.483362705929018
1969-07,-11.78865604409969,-10.315481876819952,-6.376525699732088,-4.30587455528007,-7.747894462247149,-7.919887623793942
1969-08,6.9093001994789045,5.790396655606502,3.1823552845510554,8.05462389674918,4.931857694614968,3.3629142212385768
1969-09,-1.3585631016300737,-2.454111529356274,-2.6590432432145814,-1.192848104020126,-3.516779978971553,-3.218610046750168
1969-10,10.494892085757664,7.68301466324417,6.365809710536211,6.449934652582831,5.440358867760678,6.255255697756175
1969-11,-4.802987043594022,-4.899957296735378,-5.62546333638467,-0.9700151191703058,-3.0978482755556467,-5.241874656995662
1969-12,-5.182634463096449,-6.194817836370188,-6.97166512016658,-0.2162582412949203,-1.1674431637612512,-2.3048044572212776
1970-01,-5.406470014311688,-4.644089244496643,-2.9375946564065893,-9.07755090768307,-8.081057305292152,-7.460305848171645
1970-02,1.64227669187543,2.397973444802401,6.058581395271489,4.299210093858178,5.698504345809479,7.348757376040807
1970-03,-6.0331047524518375,-0.9860367394653712,-0.420985689061203,-1.6436261095573526,0.6184231759517285,-0.3734225112027758
1970-04,-22.437558735228546,-14.166480176650516,-11.984778625439532,-12.008514373483887,-8.508088953894552,-9.844324582652172
1970-05,-11.614416302457911,-10.46529296834404,-9.26056383275487,-7.899981380080229,-4.866973217541683,-6.65989853347632
1970-06,-7.501013242074361,-7.724335398852523,-6.190961475045464,-7.177374432833114,-2.8112490267707595,-5.450055991742016
1970-07,9.508715295284452,7.253163467299972,7.375973393749407,5.239636155117907,9.429247252711612,7.901712562652224
1970-08,7.1770153255410944,7.171356582034533,7.93168400950597,3.9302899843061248,4.73932013053057,7.040750230761048
1970-09,16.654334485389555,12.931454674693796,9.98871967271026,7.695238202942227,1.261489795980255,6.172871345781457
1970-10,-6.382583493349473,-6.634274413986027,-4.618945446906258,-0.4791491586941598,-1.914201412609948,-5.331025596586255
1970-11,0.9068042972438544,0.3403108764434467,3.182373019830477,5.189559399676288,5.146057668842923,6.297628237468064
1970-12,8.224902234656934,8.92943774018922,11.607178975695223,4.119927575970827,6.863039459104142,6.782505115166496
1971-01,9.586945656256251,14.038602596267918,13.050526192110102,4.386693898115621,4.192128085794183,7.556276784080095
1971-02,4.082493342362308,4.233489619500815,2.837728767957639,2.3930408426882352,1.6760533966919196,0.5381467238987873
1971-03,7.064317975135453,5.475859940342722,4.305522227777532,5.945024660041808,3.640622168275221,4.122673529148503
1971-04,1.9745417316080829,2.987442443797185,2.7848782050037766,3.1298561340666766,3.7581233560703553,4.499862028595855
1971-05,-5.031146272974428,-5.479406979974422,-4.594255470596491,-3.120820649727008,-3.792547684126,-2.4084809189204446
1971-06,-1.3048317207945388,-1.9655306979729903,-1.996897259957388,0.802376540892726,0.6392746605734829,-2.035997085299125
1971-07,-6.246879850984474,-5.133265501726037,-5.460573288765439,-4.380634423862353,-5.4331408123500005,-5.781965182695106
1971-08,4.437248835848847,4.293725399444721,6.719029310712567,5.136249389010883,4.00742239821427,9.019360560231178
1971-09,1.6650527294410151,-0.3239089289570253,-1.7290448447435949,-0.0230234583239975,-1.6462630608513131,-3.5809172290296494
1971-10,-5.596287140864514,-6.301599978398914,-6.632755839132591,-3.565721237000943,-5.371943729130601,-5.101421171069971
1971-11,-2.2768046213257582,-3.0566221272467184,-4.670647317524693,0.5302827381059901,-0.2748701260199898,-0.6111358725443676
1971-12,14.314696419533316,12.66081881741061,12.193728528817669,9.835983960431626,9.619202441474922,11.717987627550674
1972-01,9.44893426844586,8.400570766823186,11.90677978841018,3.638400903175973,0.7125955051645453,6.251630503406126
1972-02,5.219235123636322,4.504945739503055,3.262929496780883,5.539078014043163,1.8738058821432133,3.6810881307059486
1972-03,2.297235748800577,-0.4620673926774997,-1.1336127506562224,2.020152520949776,-0.1808068242765066,1.122373075741817
1972-04,0.6376167832029019,0.5799180831403492,1.124541166407987,1.2802769216120318,0.4146791353052101,0.5324347457730456
1972-05,0.6741452083951256,-1.4893953047286903,-2.204581735692213,3.528595311100469,-0.1424099445083652,-1.8796949776987093
1972-06,-3.108464647141436,-1.439118704393729,-1.0535708599408709,-1.4322855032327355,-4.138382710965839,-6.673132770512778
1972-07,-5.17776692666053,-3.600389695390624,-2.8041400706668744,1.0244503983809607,-1.2249239510588226,-1.818199264717498
1972-08,-1.3670611372300987,1.5189854396486866,2.695975775649692,1.668874477266243,6.808797739962781,6.899562093401015
1972-09,-3.113174535009372,-3.5439004115802213,-3.505755798326391,-1.0613199569040408,-0.7786388884765486,-2.8287756739552528
1972-10,-3.5522789597966806,-0.8891947134329146,-1.3558776848084149,0.4968373751310296,0.5582684357816533,2.2053020122496987
1972-11,3.617290164234437,4.489782101521893,6.251521343669031,2.241662971968173,6.023742289943304,11.444143302335815
1972-12,-1.807687596014224,-1.401946422983131,-2.340099988828917,3.463243799798305,-0.9103114494334504,-3.026400053932364
1973-01,-8.360851382532273,-4.98292476070537,-3.472849500057109,-1.660108191248613,-2.598571965042765,-3.367661713747625
1973-02,-11.80753443905968,-8.982420027778257,-6.118232863614865,-2.6681139959317948,-6.01499472998606,-3.54084081377069
1973-03,-5.241944159094721,-3.157783995904913,-0.8452188857935413,-1.0604322471713208,-1.0013446179171528,1.8303456832147096
1973-04,-12.34653308218712,-7.151841333215615,-4.876995748591813,-5.253210526648148,-3.7889863984472014,-5.463329043374675
1973-05,-10.169936402227602,-9.02663542673141,-7.74852810870125,-1.1551664901299747,-3.8866836841436263,-4.088254682584679
1973-06,-6.350210875436425,-4.657571338274813,-2.6595432574099505,-0.841873070824296,-0.936041380069274,-2.6746573872643973
1973-07,18.37494214940981,12.684785894685213,11.40028442428755,6.116959220080401,5.970889650956,8.506950409047482
1973-08,-5.269139918690505,-5.973390715570767,-4.521562452176188,-3.665611194102312,-0.8147531352395434,-0.1932177753007979
1973-09,15.14886773367746,11.31013258058628,8.496399203866627,0.5368771771950088,10.210276620204532,9.788428955382084
1973-10,-1.1493689749264862,-0.1060782670638199,0.6286804874722396,0.7093175646254167,1.1017651067623024,0.0686923357980505
1973-11,-23.18369653660489,-20.5041926158282,-18.45972842277664,-11.58100370310828,-13.1882817543908,-9.750295484037853
1973-12,-4.192522771997031,-3.87586976960278,-1.537647080169006,-2.282955971753416,4.984283657015875,6.734773584182473
1974-01,8.835204130469808,11.834748670632166,15.980311550085746,-0.5509569769611891,0.3202463139495454,3.3010544516130578
1974-02,-2.878510914309069,0.91210568740257,0.7642202170072047,-0.9674136262754004,1.1843538332841228,1.8571178067941947
1974-03,-1.2595381471228009,-0.4733556625395441,0.5450294626402157,-1.7783131452123353,-3.858223418327633,-3.775921025404157
1974-04,-7.538770279413448,-5.642041290259008,-3.881782750375631,-3.04853280918425,-4.6921536164320345,-3.6641434993743887
1974-05,-8.562280758426901,-7.768656512240541,-7.961836202493197,-3.3186318183168515,-7.56523716893758,-8.279877478798731
1974-06,-3.449215449031146,-3.090384642360632,-0.4085319487747803,-1.6600344812714865,-1.8643429319025024,-1.9447983818484136
1974-07,-6.21903759937439,-4.560411945219521,-3.1332996943973868,-10.03598215259487,-3.3875494671652038,-3.503125183792183
1974-08,-8.595731834122251,-8.029514844619213,-6.141474253714844,-10.301276751548633,-9.51681919307565,-8.43460180891121
1974-09,-12.608843655638877,-8.268122873411453,-7.824207790589839,-13.88188613340052,-7.350465592555616,-7.140008284412793
1974-10,15.934082345659617,7.158122186922595,7.628645619185853,20.682010247449423,14.472981022510526,9.24506855311267
1974-11,-6.121323767707662,-4.493087170879063,-6.571526302589234,-4.346067171137304,-2.187261237673479,-3.559767552974788
1974-12,-8.690755202074955,-7.277184971122091,-7.831435695614925,-3.244041049809853,-2.4340379842516824,-4.94578006163431
1975-01,25.777254887784828,28.832662233711478,31.732559956209997,11.105824738913917,18.56124916186712,20.869962430059967
1975-02,6.554502452715054,3.399180746958805,3.0651335879157826,8.573489318112287,1.7902125378732745,0.6698261673598354
1975-03,7.2278578122665,8.240870230070195,9.6188898662867,3.030079087581783,3.719233710437566,6.465233147216068
1975-04,8.534298024004901,3.7710397393499946,3.483404590035676,5.437689566924366,3.947228003668765,5.666078436580524
1975-05,9.38500795821198,7.552083412040543,7.666375560070163,5.194502228643671,6.158575962537935,5.389185562908461
1975-06,6.474910059393968,7.718067467815651,6.458209382413085,3.495820052815967,5.212846238882114,6.714331536355429
1975-07,-3.160101746514198,-2.039756145124193,-2.7559354763191086,-7.865517975158966,-5.551382707910276,-3.595496451329091
1975-08,-4.17177881917674,-5.164859086540807,-6.848036991204282,-2.2432530444826178,-2.388626046578977,-4.152688320922176
1975-09,-4.679501614371532,-2.9125321126680146,-3.84310032287374,-4.997534256724085,-2.9965941454717946,-4.1343059876008645
1975-10,0.0535452798091265,3.882071649504844,2.902249038130107,7.68334308355335,6.035972783705024,2.088904814851523
1975-11,0.0279756113263629,3.5232543582146856,4.549124286748012,3.398475062202539,3.6228217085886887,1.7278868118223272
1975-12,-1.606307788069565,-1.579156976100463,-1.827942045966553,-2.4012508186633883,-0.9901316282647517,1.1073865598636454
1976-01,15.718171855657957,21.476256417131005,27.61060262460776,12.150855135552536,16.861050392113775,22.376159984381783
1976-02,7.75684235730269,9.79845969112205,12.714018963428847,-1.6733682842374211,2.3910183882892704,8.748288909385085
1976-03,-1.2498472279672976,0.6480405627542762,1.1006926233384349,3.014563398710412,2.5938010093106865,4.088188584937644
1976-04,-0.6459470691444636,-2.355094764100615,-1.476165335770919,-2.2647137266988784,-0.4967562638228924,0.600365031876766
1976-05,-0.4664304185616613,-2.540959671092051,-4.334057568014938,-0.0773241842663216,-1.7007664756547445,-0.4230260549942489
1976-06,2.114033151802297,3.746138040659302,4.361685824124345,4.880308010128219,6.890054771751787,5.032509865752813
1976-07,-1.761813714230791,-0.267967394938199,0.0332976976315112,-1.7562081305641335,-1.2156916484851104,1.1889375123836423
1976-08,-3.701692966951419,-2.2367670181037083,-1.541389250049129,-0.3943216090638502,-0.292061032630783,-1.5359275212810128
1976-09,3.5345622431453387,2.2990256174611767,2.010619164916064,1.9819531963387416,2.845980477592567,2.2496003567667087
1976-10,-3.525420434871728,-2.0176661541573564,-2.872068644212678,-2.3756846377891754,-2.41268124841096,-4.06642491185215
1976-11,3.962511503326312,3.8288777309168815,3.7682876360900375,-0.4921558141860926,2.729508081465497,2.578398134351708
1976-12,9.946117206898156,9.266544901147071,10.26648539708594,3.831812192116137,7.794727185689848,9.347155969768046
1977-01,1.6325205500553837,2.010219739985589,5.007848090531693,-6.007081680540309,-1.5760737635501412,-1.4946876730212022
1977-02,-1.0600168289822114,-0.6338188056089834,-0.1528585809913978,-0.8897299365845719,-1.991793365885952,-0.8308324025867007
1977-03,1.2431721795932726,1.0981880039493344,-0.0148994292577947,-1.1062976533488915,0.0993558162764469,1.404483247671449
1977-04,2.312053999066549,2.016401416929625,2.9475977701471847,-1.6383561797737602,2.395520706404391,2.9018715303395664
1977-05,-0.11441320410922,-0.9925803254082712,-0.3611496742419807,-2.432976334106476,-0.8896643226291334,-2.0537101221995004
1977-06,8.517946682846285,6.48357838594075,8.460267617408727,6.253441800466514,5.699508931986092,4.5340751393671646
1977-07,-2.529569683474361,-0.5204761916030186,-0.3791251500431472,-1.6492614168140642,-1.8805660378490203,-3.884781922573144
1977-08,-1.888540113908204,-1.481774355884292,-2.600412600483879,0.0701918798133287,-3.688457524049592,-3.3627067451596107
1977-09,2.1594805999204016,1.9999321939431385,1.5049817800830316,-1.1975671968370356,-0.1025928790556709,0.0446221164244881
1977-10,-3.750419749870572,-3.0499131550682943,-1.9531975109647,-3.60326158354553,-3.886921586866301,-4.647925585456573
1977-11,10.245758430351383,8.915394189968376,10.839632740015691,5.013032209878656,6.01491914992146,4.799994621946733
1977-12,2.9482479476115637,0.1656684965577729,1.322069008344694,0.5177468683707438,0.7541178421077634,1.4150529066116149
1978-01,-4.500349456208216,-2.997942414314128,-1.68098543971885,-6.123095503736254,-5.8174197919103925,-3.313370554106488
1978-02,1.1852529497565936,2.1082842031678064,2.3023592033029336,-2.96291938752012,-1.124233903437607,-2.104207863766389
1978-03,5.674169864547332,7.002853594309956,9.314717402436102,1.3209373383336611,4.931531954292237,6.397623021111612
1978-04,9.508019177992107,7.891012997619231,7.196595111884618,10.792460905045289,7.559864090483634,6.3960045516797726
1978-05,7.153597583818461,7.101422500025485,6.946085235826822,1.6219811118386211,2.834881693486828,2.320355892991366
1978-06,-1.79456004522787,0.3220666204281899,0.4816499018240337,-0.9628580073827168,-0.7565212273653448,-2.206493647479623
1978-07,8.032819629387024,6.002947556025452,5.579094327501363,7.260125801903556,5.65060470639543,6.258306370410609
1978-08,8.92346990234768,9.416648296460105,8.852604276175482,3.118070841860752,5.760907360722408,2.2563671021089915
1978-09,-1.7508743345777371,-0.5509184061331928,-0.0011030989463833,-2.6293893408079088,-0.2758226860801692,0.0652070401605545
1978-10,-26.119078215313102,-21.756370703582963,-21.670438163625068,-9.427740262667696,-11.239762607986716,-12.308263006077912
1978-11,10.974806482087924,6.632266287168262,6.254241654073771,3.1890873171354146,3.925374835911725,2.858837930534943
1978-12,0.7892101402452251,2.8387493055681925,0.6512083257385252,3.502615700087266,1.84656132665907,0.3729616341691572
1979-01,8.965798619106025,9.779528301655867,12.043576820374264,3.2824766051591228,6.056493585438482,8.909398759573833
1979-02,-3.931391010657451,-2.794950172207473,-2.003393190103594,-3.406798823364828,-3.038561970011065,-3.572391608327689
1979-03,12.171025713106,9.900796822524878,8.665310748995838,5.856957917272898,7.1755979293628025,9.723670726983194
1979-04,1.4917906438202748,4.231313376073814,3.3739432761471457,-0.3978490261843952,1.968244025708524,1.6208533317875202
1979-05,-2.814465176381979,-0.1113022547940597,-0.365699338118073,-1.4093701818110804,-2.517094213099276,-1.8007717675809796
1979-06,5.871924715938986,5.522884599303435,5.55799518951302,2.151948529415362,7.171950706189197,6.565258550681024
1979-07,2.2144357763659706,3.5574219905271023,2.7688687261094533,-0.0358406712028577,2.403793884469952,3.120844990981166
1979-08,9.679890655575807,8.417742290025929,8.610848784591921,6.176833797572627,7.025815914224107,5.656973072240738
1979-09,0.3168945530959668,-0.6222843891591718,-0.9217863927125368,-0.6014325743587966,1.8853080805531304,-0.3779675278204548
1979-10,-9.987827413817682,-11.514170680988792,-11.992256452277273,-7.159220538680371,-6.543798428461872,-9.654105761346772
1979-11,11.39219656794218,7.669760072750423,6.799297577495497,6.576314670173041,6.421317293080052,5.924315781800712
1979-12,8.822961170216649,6.791538517910564,6.4235585824622925,2.403744692944514,4.078246063462846,2.825220103967089
1980-01,8.443251764715038,9.843944870700817,9.282447769059536,4.911442971820932,8.574333211945309,10.699669670080455
1980-02,-0.6537658932001585,-1.8700724347932016,-2.776227310960022,-2.533012625386377,3.016873479054435,1.3124128573140208
1980-03,-19.61466823706199,-17.926326990742496,-18.146356056481626,-10.05186821088124,-13.933664253162178,-15.494748152440115
1980-04,6.035770403672736,6.472629737258169,3.8894299148682783,3.444033019226952,4.402928286915219,6.240305893445435
1980-05,7.655376338619361,8.759609000365643,8.601905987310996,5.565281950486194,5.847997528595835,5.900633190558912
1980-06,5.527244205942812,3.5725380967080373,3.29623735212642,3.8888932948151336,2.674904726617936,4.199143759380242
1980-07,14.429864481729338,11.848974565820429,9.5812903674849,8.679154845444407,6.664915808184901,3.83934434080839
1980-08,7.76188417758334,6.224240259985587,7.744320082337929,1.8588588698252948,0.7734753482805764,1.2677841526386258
1980-09,3.559737565632004,4.12051530011096,2.00581969893514,3.089531914457429,3.7170995228690566,0.8544695945062306
1980-10,4.969464431169435,2.4639444824030674,3.0294817205458378,1.4277951766644563,2.626698426074658,1.3880835018087556
1980-11,11.86496473755291,5.505085087009409,3.674950025670827,10.939937949666865,11.366851012898309,10.900108808251582
1980-12,-3.74195860305233,-2.783773388520989,-2.039501585336842,-2.568932041246926,-3.472652413579329,-1.5363074319196808
1981-01,-4.915599293769679,-0.029744155994175,3.392144477431088,-5.839777927921605,-4.393276510931175,-2.6556703026568043
1981-02,-1.842877885588165,2.99530254385929,3.032570391299888,1.834087980783576,1.66558992534872,2.098012529347033
1981-03,9.253675741612998,9.00970786977344,10.65404965149925,3.940161417602086,4.662158878426727,6.257020580059552
1981-04,1.6744597509813457,2.8423640130281376,3.175737000791661,-2.068389471633763,-1.4003420789266707,-1.6170822852443594
1981-05,2.7488817353227994,3.575180195417292,2.7365429278528604,1.3690115307361537,-1.5399049068210429,1.0841456652406043
1981-06,-5.52218863049322,-0.7522505439438536,0.4025865695373099,-3.02783724992811,1.799334981361865,0.9353447472552768
1981-07,-3.815428895561877,-2.783198492577528,-1.959922733371226,0.1504555571935455,-3.739166447986793,-2.744724957482805
1981-08,-10.275922068257454,-6.819328413101937,-6.362997317569002,-5.4127404463697815,-5.496654582253625,-5.584036867314707
1981-09,-9.202596118911911,-7.5862968612101085,-5.668939726761859,-7.218198870959526,-5.909088481030622,-3.57819996422694
1981-10,11.51792996528477,7.553605376722433,5.865865555336053,7.936961928326822,3.4077801106525327,5.0112928694904575
1981-11,1.319336510277613,4.610437923552255,3.3343965938570066,3.950101144373286,5.3149024172378745,5.185970122268919
1981-12,-1.2250914229702676,-1.5192393937391384,-1.9537400265713607,-2.5362436367278374,-3.0074242557885884,-3.908722304230579
1982-01,-6.091643555920599,-2.758275724751242,0.1417753305606213,-1.6158731849745402,-3.184543002499058,1.0262780710120103
1982-02,-8.386965658507991,-2.8897203087488634,-2.314909344251385,-6.588357288975399,-3.331772401742221,-2.3106602896324864
1982-03,-2.5919593768638456,-0.549898715159786,3.022999002982216,-2.491249862731138,-1.4064159460839631,1.3583924919642894
1982-04,6.877449717384003,5.471686639220103,4.204943618293124,6.4759433322119255,3.6656895031764423,4.441333791418586
1982-05,-4.179343674208388,-4.030130381982275,-1.839924852561964,-3.6016933751110947,-3.759418301073516,-5.1140434748399946
1982-06,-3.598146389215802,-1.539607172229701,0.1088416112717288,-3.612125839507131,-1.561305665431983,-0.471914171747764
1982-07,-2.2205198955877496,0.8890618295372115,-0.1252168062610645,-0.0235083372374507,-2.299715396878481,-3.157587092346445
1982-08,11.057657292591152,11.305374456570595,8.492857391664316,10.538331502456092,12.2511941296818,15.422584816722472
1982-09,0.9657641910504648,4.069878454332804,3.762858930730881,1.9852699970712415,2.149166979042997,0.3021272271813478
1982-10,19.090428925287384,15.447785443483216,12.23797140405804,10.789803230614806,11.90904006813787,14.034817399970484
1982-11,10.486955990261366,9.624762988303337,9.9003514633584,6.51481032065859,2.6428499540069925,5.378910887873196
1982-12,0.9023342615284796,2.9721898071220045,2.7221469588583185,3.131115136629482,1.0390013881127524,0.841862515263956
1983-01,6.997345973820755,6.901737852514477,5.835596967362631,2.53470560523312,3.249088852239056,2.7981051876580603
1983-02,6.175474877034266,6.730055191567745,6.972892652556581,2.0290881804851293,2.377813334640223,3.6680052721061
1983-03,2.827854747952669,6.520735333786829,6.281433257967982,3.0523521677182983,4.259369680479925,6.296761824171315
1983-04,6.90728802478313,8.641361358650595,7.512352805150455,6.8400452718580045,8.620450180293329,9.470022966629552
1983-05,6.934408855747738,6.951366481610834,6.714608358358927,0.0704025011174763,1.623591003935436,-1.454309306776317
1983-06,7.831731326802801,4.345610461628802,4.594365423635481,5.648282050194554,2.8708512786694245,1.9395565972404407
1983-07,-3.944032899311841,-0.8641305523581222,1.0248185950055044,-4.291110258227935,-3.3689611589395945,-1.4032117203999743
1983-08,-3.979860885864662,-3.015550011325432,-0.5061673379413794,-0.4146126905086425,-0.2800702883987582,5.360579325831898
1983-09,1.5532352741572018,1.735844509052438,2.7216881013597383,2.38468267641056,1.2485858689909983,-0.2947856302399127
1983-10,-8.402645517595204,-4.253734072249294,-3.158124513091703,-2.3925890134092525,-1.526072503535421,-2.171323185276216
1983-11,5.728617479518185,5.79049252044485,6.030941167177415,0.4244050650677816,3.8144908867250846,3.9112313196360375
1983-12,-2.37548838242028,-0.5652400133748413,-0.2864404847613077,-0.5009609969984454,-1.0797293006071564,1.4360156540932087
1984-01,-3.8048950426143815,-0.7115814451505348,2.193109758373577,-4.996092951249369,-0.6707658144214448,2.5159911583665644
1984-02,-4.7605917050135975,-4.631252668685577,-4.213113650931357,-4.09160947764767,-5.316448259726335,-1.5250443276437855
1984-03,0.3706425414108798,1.6201692560305858,2.711413774986653,2.1426471451342524,3.1499294672686555,1.0213973801354077
1984-04,0.0355801000639719,0.8405005414236281,0.5207408369369839,0.6196408754963949,0.0513106425960051,-0.0904928051730205
1984-05,-5.328816794945499,-5.370654275211549,-4.182051729733342,-5.278678608036215,-5.746017588773456,-8.831873470966913
1984-06,4.800503398623611,2.3412520389856697,1.043113165293564,3.1216525316921566,2.109863151682169,0.6904476972475374
1984-07,-5.535037511490644,-3.60311637245483,-4.458618919335168,-0.2560488497074741,-1.9456930332204327,-2.9515509746012003
1984-08,15.132453213823984,11.647805013136717,10.429638191534996,12.301727851769115,11.313322505853025,14.377991961526565
1984-09,-2.032945048282203,0.5534319791846731,0.2893637566530893,-1.570467695672559,-0.7654429939144288,1.949386424895256
1984-10,-1.1697795260724806,-1.7383002456087826,-0.7053457746600375,0.5447320983968597,0.7757027734031293,-1.1093977043639762
1984-11,-4.0860285463997,-1.5114809962279188,-1.9233163309173396,-1.9840565543210744,-0.966951918236361,-0.4354334995824364
1984-12,3.62319570212351,1.0700384589504426,1.7443998306339543,2.4085833632877174,2.6432785484091696,2.299987527566873
1985-01,14.293459290891672,10.7534190145984,9.476094091593328,9.55867834220946,8.100137009750805,7.268959761930254
1985-02,2.2599012466829085,2.3691315191364306,1.5558853179992034,0.5958888182121023,1.598307542176297,2.8069843932488387
