portfolio,alpha,beta_Mkt-RF,t_Mkt-RF,beta_SMB,t_SMB,beta_HML,t_HML,beta_TERM,t_TERM,beta_DEF,t_DEF,r_squared,r_squared_table1,r_squared_table3,r_squared_table4,type
BIG LoBM,0.3182030691700254,0.9620478072484437,57.1352379401096,-0.19838991238141496,-7.993665742148969,-0.44142203743778025,-15.781107793287074,0.05078479167118787,0.9278224227049972,-0.17024354493154667,-1.1459880920183572,0.9396353494291801,0.8801123996462089,0.027041683516724646,0.9393405030386225,stock
ME5 BM2,-0.2974466024365644,1.0204694822740956,56.36563843830954,-0.19144170422309714,-7.174142074309287,-0.014517770494359605,-0.48271458904625314,-0.04298245920755081,-0.7303473724648908,0.2929324583054192,1.8339351312838261,0.9243618655566869,0.9119639534514604,0.03867516751808886,0.9236018015699057,stock
ME5 BM3,0.22300235413574843,0.9762617503759703,43.30582536461575,-0.26167091164261647,-7.875071504125831,0.20275438963932846,5.4141015903514536,-0.031148367328405962,-0.4250491344400374,-0.2152970175365643,-1.0824806068180517,0.8643496176647287,0.8287659216823646,0.02426409518344197,0.8635897472862489,stock
ME5 BM4,0.01998064493898639,1.0028894318550134,53.66370382328435,-0.20320400265837044,-7.376984308589748,0.5623206011823314,18.112886795122797,-0.0913535301658089,-1.5037537589084045,0.02617632993634027,0.15875902017998114,0.9035959605151342,0.7972076786642239,0.029440347542300516,0.9029069696624482,stock
BIG HiBM,-0.3297006450380489,1.0339766167188285,38.370232765217374,-0.054588635032416004,-1.3743741045116078,0.7655038623645309,17.100436325502383,-0.04020189931954714,-0.45893807579565477,0.18723683195255117,0.7875480588602253,0.8370798971018212,0.6937010970201875,0.035773605497437244,0.8367590723683719,stock
SHORT_TERM,0.0111667517101268,-0.0012627786324446823,-3.2582563602188697,-0.00036526499400677995,-0.6410218163217958,-0.000903848693223531,-1.41188126164932,0.018045786157787614,14.389195111223357,0.02171158143216221,6.38464266970421,0.5132940781967612,3.551810726010185e-05,0.49224031362431975,0.00197631744993787,bond
LONG_TERM,0.0025946167372139623,-0.0007980487746726523,-3.605446772666008,0.0009726118976503483,2.988656220481398,-0.0004057893329468516,-1.1098765935728483,0.08266605291506465,115.41427364509423,-0.0005389488303303319,-0.2775008374845722,0.9786202355736178,0.01578664684535569,0.9775846614087992,0.017263790851489103,bond
AAA,0.0025946167372123477,-0.0007980487746726371,-3.6054467726659456,0.0009726118976503445,2.988656220481391,-0.0004057893329469051,-1.1098765935729964,0.0826660529150648,115.41427364509461,0.01612771783633665,8.304044752365842,0.9797817346298408,0.017855340974227252,0.9788024201314571,0.019591678406050583,bond
AA,0.0025946167372122,-0.0007980487746726523,-3.6054467726660833,0.0009726118976503922,2.988656220481595,-0.00040578933294689416,-1.1098765935729875,0.08266605291506479,115.41427364509681,0.032794384503003114,16.88559034221631,0.9810102724980336,0.019764727830185125,0.9800904648329072,0.02174936164110075,bond
A,0.0025946167372125194,-0.0007980487746726976,-3.6054467726662947,0.0009726118976503147,2.9886562204813623,-0.00040578933294700594,-1.1098765935732955,0.08266605291506543,115.41427364509791,0.04946105116966901,25.467135932066377,0.9822609071254406,0.021489828810281386,0.9814016765968973,0.023706941660986858,bond
BBB,0.0025946167372116013,-0.0007980487746727517,-3.605446772666503,0.0009726118976505164,2.988656220481952,-0.0004057893329470339,-1.1098765935733608,0.08266605291506567,115.41427364509708,0.06612771783633618,34.048681521916734,0.9834978276370342,0.023020720774398984,0.9826985099728326,0.025451500652247883,bond
LOW_GRADE,0.0025946167372116816,-0.0007980487746726985,-3.605446772666366,0.0009726118976503701,2.9886562204815887,-0.00040578933294699597,-1.109876593573289,0.08266605291506547,115.41427364510014,0.08279438450300294,42.630227111768356,0.9846945706579455,0.024359037369324654,0.9839532197762431,0.026983291146882582,bond
